index,name_russian,year,issues,summary_preview
4526,Тризна,1972,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
4548,Десять негритят,1987,non_plot_driven: Non-plot driven (too short and no plot/film terms),"Ten Little Niggers) — , 1939 . In English-speaking countries, the novel is published under the title And Then There Were None."
4550,Короткое замыкание,1986,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"A short circuit is an electrical connection of two points of an electrical circuit with different potential values, which is not provided for by the design of the device and disrupts its normal operation. A short circuit can occur as a result of a violation of the insulation of current-carrying elem"
4559,Соблазн,1987,non_plot_driven: Non-plot driven (too short and no plot/film terms),"In the literal meaning of the Greek. scandalon - “a peg supporting the trap door”; in a more abstract meaning also “push”, “blow”."
4576,Филёр,1987,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"A filer (French fileur, from filer - to track) is a detective, an agent of the Security Department or the criminal investigation police in Russia in the late 19th - early 20th centuries, whose duties included conducting external surveillance and secretly collecting information about persons of inter"
4577,"История Аси Клячиной, которая любила, да не вышла замуж",1987,wrong_timeline: Summary mentions modern technology but film is 1987,"The Story of Asya Klyachina, Who Loved, but Didn’t Get Married” (another title is “Asia’s Happiness”) is a black-and-white feature film by Andrei Konchalovsky, filmed in 1967 and released 20 years later. The love story of the meek and proud Asya the lame woman for the unlucky driver Stepan. The film"
4588,Сад желаний,1987,wrong_timeline: Summary mentions modern technology but film is 1987,"The Garden of Desires"" is a 1987 Soviet lyrical film drama directed by Ali Khamraev about the fragility and ephemerality of human happiness. The story of the last pre-war summer of three sisters. 1941 Three sisters come to visit their grandmother in the village at the beginning of summer. The world "
4595,Странник,1987,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"The wanderer is a representative of wandering, a phenomenon of Russian culture for a long time from the Middle Ages to the beginning of the 20th century. There are other meanings."
4605,Крокодил Данди II,1988,weirdly_written: Bot message/search result page,"1-16 of 132 results for ""crocodile dundee movie"" Sort by: Featured Price: Low to High Price: High to Low Avg. Customer Review Newest Arrivals Best Sellers Sort by:Featured Go Results Check each product page for other buying options"
4624,Шок,1989,weirdly_written: Dictionary definition (not about film); non_plot_driven: Non-plot driven (definition only),"Shock (from the French choc - blow, push) is a pathological process that develops in response to the influence of extreme stimuli and is accompanied by a progressive disruption of the vital functions of the nervous, respiratory systems, circulatory system, metabolism and some other functions, the pa"
4631,Отцы,1988,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check."
4650,Отче наш,1989,weirdly_written: Bot message/search result page,"Please confirm that you and not a robot are sending requestsWe're sorry, but it looks like requests sent from your device are automated. After checkbox you will have additional check"
4652,Бассейн,1968,non_plot_driven: Non-plot driven (too short and no plot/film terms),"A look at the harsh lives of women who make a living out of selling their bodies to evil, misogynist men"
